Position,Track Name,Artist,date,region,id
28,Dance Monkey,Tones and I,2019-11-24,us,1rgnBhdG2JDFTbYkYRZAku
29,Good Morning,Mak Sauce,2019-11-24,us,3XuoyFromotNqDFl6vzwC6
30,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-24,us,07Oz5StQ7GRoygNLaXs2pd
31,Bachelorettes on Broadway,Willie Jones,2019-11-24,us,277YJPrwcN4a1W3xaP06T0
32,Soy El Diablo - Remix,Natanael Cano,2019-11-24,us,7pNAvsuTCFaXzSSUmfBPxz
33,I Can't Change,Londynn B,2019-11-24,us,4pjfuYz6ljyMNkJO6tbPFh
34,ORANGE SODA,Baby Keem,2019-11-24,us,5FkoSXiJPKTNyYgALRJFhD
35,Start Wit Me (feat. Gunna),Roddy Ricch,2019-11-24,us,5ravc2aiNoYmu9m37diYXW
36,Crash Flow,Rae Rae,2019-11-24,us,0ITwmFOuSuT13jfKErCyxw
37,Juicy,Doja Cat,2019-11-24,us,7f5trao56t7sB7f14QDTmp
38,if we never met,John K,2019-11-24,us,5HBDBBr5OV90lubqW8ctJF
39,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2019-11-24,us,3VTNVsTTu05dmTsVFrmGpK
40,Poles,Quin Nfn,2019-11-24,us,15gaivYRuN6mra3Ib4z3tt
41,Way Maker - Live,Leeland,2019-11-24,us,40ozK0lCJ0EQzVGWsCNUhk
42,hot girl bummer,blackbear,2019-11-24,us,7aiClxsDWFRQ0Kzk5KI5ku
43,Need Me,J.I the Prince of N.Y,2019-11-24,us,0GH8B1QWsjpmNqUbvej0bc
44,Cuban Links,Rod Wave,2019-11-24,us,4ovta8hB5ymzzsR5EaCEdx
45,I Hope,Gabby Barrett,2019-11-24,us,2Hc4t9N2nt37oO4sF9BynI
46,Let Migo,D Smoke,2019-11-24,us,64o5zHN3gLrANlEUFJAaI2
47,Lose Control,MEDUZA,2019-11-24,us,7CHi4DtfK4heMlQaudCuHK
48,I Hope You’re Happy Now,Carly Pearce,2019-11-24,us,1iiehnBysGi59zXYXIuKQD
49,VALENTINO,24kGoldn,2019-11-24,us,6piAUJJQFD8oHDUr0b7l7q
50,July,Noah Cyrus,2019-11-24,us,5a6pdCHlWS2ekOOQ70QnAr
1,Yellow Hearts,Ant Saunders,2019-11-23,us,2W4yABdLc4Jnds67Poi5Nl
2,ROXANNE,Arizona Zervas,2019-11-23,us,696DnlkuDOXcMAnKlTgXXK
3,ok boomer,Peter Kuli,2019-11-23,us,0VdzNP9LFAMAWKjMpBDJ4B
4,Falling,Trevor Daniel,2019-11-23,us,4TnjEaWOeW0eKTKIEvJyCa
5,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-23,us,2kJwzbxV2ppxnQoYw4GLBZ
6,Take Your Man,Mahogany Lox,2019-11-23,us,1CF5kzz5XDBAL24wtVyyTJ
7,"Collide - From ""Queen & Slim: The Soundtrack""",Tiana Major9,2019-11-23,us,1mEO3xiJqEWXYIdZalDzHR
8,Love Songs - Bonus,Kaash Paige,2019-11-23,us,6qL5UWxRSQYml9O99ozoLv
9,Heart On Ice,Rod Wave,2019-11-23,us,6fWa5CRgy0z30OeGZyMBvD
10,Eyes. Lips. Face.,iLL Wayno,2019-11-23,us,5sGb7vB83MhpdZsx1tEIYH
11,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-23,us,6cy3ki60hLwimwIje7tALf
12,90mh,Trefuego,2019-11-23,us,7nduUhUmzj9IdkvFmdtO7g
13,Last Supper,D Smoke,2019-11-23,us,4vFpwBCCKgzHlw8U48MYdS
14,A.M.,Lonr.,2019-11-23,us,1GGxh8QYLRZaQ07d6AHA8E
15,Pretty Face,King Staccz,2019-11-23,us,6CDN3ev8Rtq9RnHdnb7H24
16,Be Gone Thot!,LIL MAYO,2019-11-23,us,3G47RiG2PrvEVo4panDHi9
17,BEST ON EARTH (feat. BIA),Russ,2019-11-23,us,2Xo3rLHjXfdb4avN68aQyi
18,Maniac,Conan Gray,2019-11-23,us,7hpJ9tATWb2vztlq99hERP
19,Somebody,Internet Money,2019-11-23,us,735RSTb2xbtWbDtKD9XDYi
20,Lose You To Love Me,Selena Gomez,2019-11-23,us,1HfMVBKM75vxSfsQ5VefZ5
21,Big Drip,Fivio Foreign,2019-11-23,us,4DkZDzcHicZBXCEdA19oWs
22,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",HIXTAPE,2019-11-23,us,5FmvaZGd6fulojSToozLRD
23,Candy,Doja Cat,2019-11-23,us,1VJwtWR6z7SpZRwipI12be
24,Lights Up,Harry Styles,2019-11-23,us,2plLJpUcYPFrl1sW2pMG63
25,STUPID (feat. Yung Baby Tate),Ashnikko,2019-11-23,us,6qNB2ChCVPepl5ZjVJJTUW
26,Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,2019-11-23,us,35MKhw2YBKApmD7fAnPERC
27,Beggin',Madcon,2019-11-23,us,5d9mTAEUMm61SjC9HKCFKq
28,Good Morning,Mak Sauce,2019-11-23,us,3XuoyFromotNqDFl6vzwC6
29,Dance Monkey,Tones and I,2019-11-23,us,1rgnBhdG2JDFTbYkYRZAku
30,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-23,us,07Oz5StQ7GRoygNLaXs2pd
31,I Can't Change,Londynn B,2019-11-23,us,4pjfuYz6ljyMNkJO6tbPFh
32,Bachelorettes on Broadway,Willie Jones,2019-11-23,us,277YJPrwcN4a1W3xaP06T0
33,if we never met,John K,2019-11-23,us,5HBDBBr5OV90lubqW8ctJF
34,Juicy,Doja Cat,2019-11-23,us,7f5trao56t7sB7f14QDTmp
35,Crash Flow,Rae Rae,2019-11-23,us,0ITwmFOuSuT13jfKErCyxw
36,Soy El Diablo - Remix,Natanael Cano,2019-11-23,us,7pNAvsuTCFaXzSSUmfBPxz
37,Start Wit Me (feat. Gunna),Roddy Ricch,2019-11-23,us,5ravc2aiNoYmu9m37diYXW
38,ORANGE SODA,Baby Keem,2019-11-23,us,5FkoSXiJPKTNyYgALRJFhD
39,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2019-11-23,us,3VTNVsTTu05dmTsVFrmGpK
40,Poles,Quin Nfn,2019-11-23,us,15gaivYRuN6mra3Ib4z3tt
41,hot girl bummer,blackbear,2019-11-23,us,7aiClxsDWFRQ0Kzk5KI5ku
42,Lose Control,MEDUZA,2019-11-23,us,7CHi4DtfK4heMlQaudCuHK
43,Cuban Links,Rod Wave,2019-11-23,us,4ovta8hB5ymzzsR5EaCEdx
44,Way Maker - Live,Leeland,2019-11-23,us,40ozK0lCJ0EQzVGWsCNUhk
45,Let Migo,D Smoke,2019-11-23,us,64o5zHN3gLrANlEUFJAaI2
46,Need Me,J.I the Prince of N.Y,2019-11-23,us,0GH8B1QWsjpmNqUbvej0bc
47,Stuck In A Dream (feat. Gunna),Lil Mosey,2019-11-23,us,7iHHxY2NLlJRAmlAmC4ahQ
48,"Ride Or Die - From ""Queen & Slim: The Soundtrack""",Megan Thee Stallion,2019-11-23,us,6CYyxobulcKumfeV6e2I9g
49,I Hope You’re Happy Now,Carly Pearce,2019-11-23,us,1iiehnBysGi59zXYXIuKQD
50,I Hope,Gabby Barrett,2019-11-23,us,2Hc4t9N2nt37oO4sF9BynI
1,Yellow Hearts,Ant Saunders,2019-11-22,us,2W4yABdLc4Jnds67Poi5Nl
2,ROXANNE,Arizona Zervas,2019-11-22,us,696DnlkuDOXcMAnKlTgXXK
3,ok boomer,Peter Kuli,2019-11-22,us,0VdzNP9LFAMAWKjMpBDJ4B
4,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-22,us,2kJwzbxV2ppxnQoYw4GLBZ
5,Falling,Trevor Daniel,2019-11-22,us,4TnjEaWOeW0eKTKIEvJyCa
6,"Collide - From ""Queen & Slim: The Soundtrack""",Tiana Major9,2019-11-22,us,1mEO3xiJqEWXYIdZalDzHR
7,Take Your Man,Mahogany Lox,2019-11-22,us,1CF5kzz5XDBAL24wtVyyTJ
8,Love Songs - Bonus,Kaash Paige,2019-11-22,us,6qL5UWxRSQYml9O99ozoLv
9,Heart On Ice,Rod Wave,2019-11-22,us,6fWa5CRgy0z30OeGZyMBvD
10,Eyes. Lips. Face.,iLL Wayno,2019-11-22,us,5sGb7vB83MhpdZsx1tEIYH
11,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-22,us,6cy3ki60hLwimwIje7tALf
12,90mh,Trefuego,2019-11-22,us,7nduUhUmzj9IdkvFmdtO7g
13,Last Supper,D Smoke,2019-11-22,us,4vFpwBCCKgzHlw8U48MYdS
14,Pretty Face,King Staccz,2019-11-22,us,6CDN3ev8Rtq9RnHdnb7H24
15,BEST ON EARTH (feat. BIA),Russ,2019-11-22,us,2Xo3rLHjXfdb4avN68aQyi
16,Be Gone Thot!,LIL MAYO,2019-11-22,us,3G47RiG2PrvEVo4panDHi9
17,Lose You To Love Me,Selena Gomez,2019-11-22,us,1HfMVBKM75vxSfsQ5VefZ5
18,Somebody,Internet Money,2019-11-22,us,735RSTb2xbtWbDtKD9XDYi
19,"One Beer (HARDY feat. Lauren Alaina, Devin Dawson)",HIXTAPE,2019-11-22,us,5FmvaZGd6fulojSToozLRD
20,Maniac,Conan Gray,2019-11-22,us,7hpJ9tATWb2vztlq99hERP
21,Candy,Doja Cat,2019-11-22,us,1VJwtWR6z7SpZRwipI12be
22,Big Drip,Fivio Foreign,2019-11-22,us,4DkZDzcHicZBXCEdA19oWs
23,A.M.,Lonr.,2019-11-22,us,1GGxh8QYLRZaQ07d6AHA8E
24,Good Morning,Mak Sauce,2019-11-22,us,3XuoyFromotNqDFl6vzwC6
25,STUPID (feat. Yung Baby Tate),Ashnikko,2019-11-22,us,6qNB2ChCVPepl5ZjVJJTUW
26,Faith (with Dolly Parton) [feat. Mr. Probz],Galantis,2019-11-22,us,35MKhw2YBKApmD7fAnPERC
27,Lights Up,Harry Styles,2019-11-22,us,2plLJpUcYPFrl1sW2pMG63
28,I Can't Change,Londynn B,2019-11-22,us,4pjfuYz6ljyMNkJO6tbPFh
29,Dance Monkey,Tones and I,2019-11-22,us,1rgnBhdG2JDFTbYkYRZAku
30,Beggin',Madcon,2019-11-22,us,5d9mTAEUMm61SjC9HKCFKq
31,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-22,us,07Oz5StQ7GRoygNLaXs2pd
32,Bachelorettes on Broadway,Willie Jones,2019-11-22,us,277YJPrwcN4a1W3xaP06T0
33,Soy El Diablo - Remix,Natanael Cano,2019-11-22,us,7pNAvsuTCFaXzSSUmfBPxz
34,Juicy,Doja Cat,2019-11-22,us,7f5trao56t7sB7f14QDTmp
35,if we never met,John K,2019-11-22,us,5HBDBBr5OV90lubqW8ctJF
36,Crash Flow,Rae Rae,2019-11-22,us,0ITwmFOuSuT13jfKErCyxw
37,Start Wit Me (feat. Gunna),Roddy Ricch,2019-11-22,us,5ravc2aiNoYmu9m37diYXW
38,ORANGE SODA,Baby Keem,2019-11-22,us,5FkoSXiJPKTNyYgALRJFhD
39,"Ride Or Die - From ""Queen & Slim: The Soundtrack""",Megan Thee Stallion,2019-11-22,us,6CYyxobulcKumfeV6e2I9g
40,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2019-11-22,us,3VTNVsTTu05dmTsVFrmGpK
41,Poles,Quin Nfn,2019-11-22,us,15gaivYRuN6mra3Ib4z3tt
42,hot girl bummer,blackbear,2019-11-22,us,7aiClxsDWFRQ0Kzk5KI5ku
43,Lose Control,MEDUZA,2019-11-22,us,7CHi4DtfK4heMlQaudCuHK
44,Stuck In A Dream (feat. Gunna),Lil Mosey,2019-11-22,us,7iHHxY2NLlJRAmlAmC4ahQ
45,Let Migo,D Smoke,2019-11-22,us,64o5zHN3gLrANlEUFJAaI2
46,Cuban Links,Rod Wave,2019-11-22,us,4ovta8hB5ymzzsR5EaCEdx
47,Way Maker - Live,Leeland,2019-11-22,us,40ozK0lCJ0EQzVGWsCNUhk
48,Need Me,J.I the Prince of N.Y,2019-11-22,us,0GH8B1QWsjpmNqUbvej0bc
49,July,Noah Cyrus,2019-11-22,us,5a6pdCHlWS2ekOOQ70QnAr
50,Rules,Doja Cat,2019-11-22,us,1TMWcbxL5YF8rKsFHv5hAP
Position,Track Name,Artist,date,region,id
1,ROXANNE,Arizona Zervas,2019-11-25,gb,696DnlkuDOXcMAnKlTgXXK
2,Yellow Hearts,Ant Saunders,2019-11-25,gb,2W4yABdLc4Jnds67Poi5Nl
3,Falling,Trevor Daniel,2019-11-25,gb,4TnjEaWOeW0eKTKIEvJyCa
4,Don't Start Now,Dua Lipa,2019-11-25,gb,6WrI0LAC5M1Rw2MnX2ZvEg
5,Pump It Up,Endor,2019-11-25,gb,0GiwV6v3AgJfdu59tj719Y
6,Take Your Man,Mahogany Lox,2019-11-25,gb,1CF5kzz5XDBAL24wtVyyTJ
7,Change,Alz X 38,2019-11-25,gb,7zXa0myk5r5ex9QfXbjqhY
8,Opp Thot,Poundz,2019-11-25,gb,4VRE2Ler8le7DUymvKepY1
9,Break Up Bye Bye - Frock Destroyers Version,The Cast of RuPaul's Drag Race UK,2019-11-25,gb,13lgFanIzQVjIiVvxyAjjS
10,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-25,gb,2kJwzbxV2ppxnQoYw4GLBZ
11,Dance Monkey,Tones and I,2019-11-25,gb,1rgnBhdG2JDFTbYkYRZAku
12,Move Your Body,Marshall Jefferson,2019-11-25,gb,3YXIVMQLRRq2K7kxC7UYx6
13,Love Songs - Bonus,Kaash Paige,2019-11-25,gb,6qL5UWxRSQYml9O99ozoLv
14,Heart On Ice,Rod Wave,2019-11-25,gb,6fWa5CRgy0z30OeGZyMBvD
15,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2019-11-25,gb,3VTNVsTTu05dmTsVFrmGpK
16,Hooked,Notion,2019-11-25,gb,4v7kKFlEDmpVToHOICsXaM
17,hot girl bummer,blackbear,2019-11-25,gb,7aiClxsDWFRQ0Kzk5KI5ku
18,Better Half of Me,Tom Walker,2019-11-25,gb,4VPlKUSjC9HdZdUbFZ0Y5y
19,Lose Control,MEDUZA,2019-11-25,gb,7CHi4DtfK4heMlQaudCuHK
20,Candy,Doja Cat,2019-11-25,gb,1VJwtWR6z7SpZRwipI12be
21,shining on my ex,bbno$,2019-11-25,gb,1IhMuuTCpO0K7BM2MmIZ0w
22,Stop The Cavalry,Jona Lewie,2019-11-25,gb,2bPQuniBB9x0fRtxDly0kr
23,Too Soon,S-X,2019-11-25,gb,2Ocwb6WKjeWOWtoXLyo3KP
24,So Hot You're Hurting My Feelings,Caroline Polachek,2019-11-25,gb,1hjQ3EARnSDznlLaXaWAhf
25,Eyes. Lips. Face.,iLL Wayno,2019-11-25,gb,5sGb7vB83MhpdZsx1tEIYH
26,NORTHSIDE,Ama Lou,2019-11-25,gb,01HGXW27UXeMWa8Eglzgcf
27,Lose You To Love Me,Selena Gomez,2019-11-25,gb,1HfMVBKM75vxSfsQ5VefZ5
28,Into the Unknown - Panic! At The Disco Version,Panic! At The Disco,2019-11-25,gb,421eObjg0DTm2qajJl5OJm
29,Turn Me On (feat. Vula),Riton,2019-11-25,gb,0qaWEvPkts34WF68r8Dzx9
30,Memories,Maroon 5,2019-11-25,gb,2b8fOow8UzyDFAE27YhOZM
31,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-25,gb,07Oz5StQ7GRoygNLaXs2pd
32,Lights Up,Harry Styles,2019-11-25,gb,5aJEh9Oqdz7PRLKTpH25pB
33,Roses - Imanbek Remix,SAINt JHN,2019-11-25,gb,24Yi9hE78yPEbZ4kxyoXAI
34,STUPID (feat. Yung Baby Tate),Ashnikko,2019-11-25,gb,6qNB2ChCVPepl5ZjVJJTUW
35,VOICES (feat. XXXTENTACION),Skye,2019-11-25,gb,2Yr2BzqNDpIh0YQcnFqM09
36,PUBLIC ENEMY,INFAMOUSIZAK,2019-11-25,gb,2HfE9Xa5vopvcl5e8k513b
37,I Feel Love,Sam Smith,2019-11-25,gb,29MOOOmMRPeWyPwKQFoF5t
38,"Collide - From ""Queen & Slim: The Soundtrack""",Tiana Major9,2019-11-25,gb,1mEO3xiJqEWXYIdZalDzHR
39,Happens to the Heart,Leonard Cohen,2019-11-25,gb,2DkpoHJ1h88e9dyc6SFIm2
40,Thumb,M Huncho,2019-11-25,gb,3uAN7G71iZl9zN8uxMRpKO
41,Xox,Lioness,2019-11-25,gb,5CDFRJFYbozcJ09LahPgmo
42,Ride It,Regard,2019-11-25,gb,2tnVG71enUj33Ic2nFN6kZ
43,Nice To Meet Ya,Niall Horan,2019-11-25,gb,3cphb8kdsjElYR7r5icK3H
44,Need Me,J.I the Prince of N.Y,2019-11-25,gb,0GH8B1QWsjpmNqUbvej0bc
45,sad day,FKA twigs,2019-11-25,gb,4KfgBq7SrmjavjQS4ZQGHC
46,Love Me More,Trippie Redd,2019-11-25,gb,6uYgCE2OEulOw5zhHvZsHf
47,You Calling My Name,GOT7,2019-11-25,gb,6f4wghlwYWGLqGEIKc6HDQ
48,Maniac,Conan Gray,2019-11-25,gb,7hpJ9tATWb2vztlq99hERP
49,No Idea,Don Toliver,2019-11-25,gb,3VyjsVV24RmBIbWJAeUJNu
50,Hot (Remix) [feat. Gunna and Travis Scott],Young Thug,2019-11-25,gb,56AMYGJzxBO6p8v0wEe9de
1,Yellow Hearts,Ant Saunders,2019-11-24,gb,2W4yABdLc4Jnds67Poi5Nl
2,ROXANNE,Arizona Zervas,2019-11-24,gb,696DnlkuDOXcMAnKlTgXXK
3,Falling,Trevor Daniel,2019-11-24,gb,4TnjEaWOeW0eKTKIEvJyCa
4,Take Your Man,Mahogany Lox,2019-11-24,gb,1CF5kzz5XDBAL24wtVyyTJ
5,Pump It Up,Endor,2019-11-24,gb,0GiwV6v3AgJfdu59tj719Y
6,Change,Alz X 38,2019-11-24,gb,7zXa0myk5r5ex9QfXbjqhY
7,Opp Thot,Poundz,2019-11-24,gb,4VRE2Ler8le7DUymvKepY1
8,Love Songs - Bonus,Kaash Paige,2019-11-24,gb,6qL5UWxRSQYml9O99ozoLv
9,Move Your Body,Marshall Jefferson,2019-11-24,gb,3YXIVMQLRRq2K7kxC7UYx6
10,Dance Monkey,Tones and I,2019-11-24,gb,1rgnBhdG2JDFTbYkYRZAku
11,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-24,gb,2kJwzbxV2ppxnQoYw4GLBZ
12,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2019-11-24,gb,3VTNVsTTu05dmTsVFrmGpK
13,Heart On Ice,Rod Wave,2019-11-24,gb,6fWa5CRgy0z30OeGZyMBvD
14,hot girl bummer,blackbear,2019-11-24,gb,7aiClxsDWFRQ0Kzk5KI5ku
15,Lose Control,MEDUZA,2019-11-24,gb,7CHi4DtfK4heMlQaudCuHK
16,Better Half of Me,Tom Walker,2019-11-24,gb,4VPlKUSjC9HdZdUbFZ0Y5y
17,Lose You To Love Me,Selena Gomez,2019-11-24,gb,1HfMVBKM75vxSfsQ5VefZ5
18,Yellow,Jodie Whittaker,2019-11-24,gb,4XnWqGZHjmQaCk5LLaSTDz
19,Candy,Doja Cat,2019-11-24,gb,1VJwtWR6z7SpZRwipI12be
20,STUPID (feat. Yung Baby Tate),Ashnikko,2019-11-24,gb,6qNB2ChCVPepl5ZjVJJTUW
21,Eyes. Lips. Face.,iLL Wayno,2019-11-24,gb,5sGb7vB83MhpdZsx1tEIYH
22,Turn Me On (feat. Vula),Riton,2019-11-24,gb,0qaWEvPkts34WF68r8Dzx9
23,Lights Up,Harry Styles,2019-11-24,gb,2plLJpUcYPFrl1sW2pMG63
24,Too Soon,S-X,2019-11-24,gb,2Ocwb6WKjeWOWtoXLyo3KP
25,NORTHSIDE,Ama Lou,2019-11-24,gb,01HGXW27UXeMWa8Eglzgcf
26,So Hot You're Hurting My Feelings,Caroline Polachek,2019-11-24,gb,1hjQ3EARnSDznlLaXaWAhf
27,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-24,gb,07Oz5StQ7GRoygNLaXs2pd
28,Memories,Maroon 5,2019-11-24,gb,2b8fOow8UzyDFAE27YhOZM
29,Last Supper,D Smoke,2019-11-24,gb,4vFpwBCCKgzHlw8U48MYdS
30,Nice To Meet Ya,Niall Horan,2019-11-24,gb,3cphb8kdsjElYR7r5icK3H
31,Stop The Cavalry,Jona Lewie,2019-11-24,gb,2bPQuniBB9x0fRtxDly0kr
32,Follow God,Kanye West,2019-11-24,gb,2QpGZOhTCHHiKmpSO9FW4h
33,Need Me,J.I the Prince of N.Y,2019-11-24,gb,0GH8B1QWsjpmNqUbvej0bc
34,"Collide - From ""Queen & Slim: The Soundtrack""",Tiana Major9,2019-11-24,gb,1mEO3xiJqEWXYIdZalDzHR
35,Orphans,Coldplay,2019-11-24,gb,03T4ttRCiLXST6MZjeMwmR
36,Ride It,Regard,2019-11-24,gb,2tnVG71enUj33Ic2nFN6kZ
37,Roses - Imanbek Remix,SAINt JHN,2019-11-24,gb,24Yi9hE78yPEbZ4kxyoXAI
38,Xox,Lioness,2019-11-24,gb,5CDFRJFYbozcJ09LahPgmo
39,Happens to the Heart,Leonard Cohen,2019-11-24,gb,2DkpoHJ1h88e9dyc6SFIm2
40,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-24,gb,6cy3ki60hLwimwIje7tALf
41,Trampoline (with ZAYN),SHAED,2019-11-24,gb,1iQDltZqI7BXnHrFy4Qo1k
42,Da Come Up,Dibo,2019-11-24,gb,3n7Nk4RblVARMLiuc1QNkh
43,Maniac,Conan Gray,2019-11-24,gb,7hpJ9tATWb2vztlq99hERP
44,Floss (feat. MoStack & Not3s),AJ Tracey,2019-11-24,gb,0LjXPuuttcYpND3IxAFww1
45,Somebody,Internet Money,2019-11-24,gb,735RSTb2xbtWbDtKD9XDYi
46,G Love,Krept & Konan,2019-11-24,gb,2uuAE79hwuYDzEI20wDRpy
47,BEST ON EARTH (feat. BIA),Russ,2019-11-24,gb,2Xo3rLHjXfdb4avN68aQyi
48,Silver,DMA'S,2019-11-24,gb,5hkKrz9fRlk5suRAxoV0Co
49,Professor X,Dave,2019-11-24,gb,5wfyoR8XOkw45QRtFOoxyi
50,Look At Her Now,Selena Gomez,2019-11-24,gb,4yI3HpbSFSgFZtJP2kDe5m
1,Yellow Hearts,Ant Saunders,2019-11-23,gb,2W4yABdLc4Jnds67Poi5Nl
2,ROXANNE,Arizona Zervas,2019-11-23,gb,696DnlkuDOXcMAnKlTgXXK
3,Falling,Trevor Daniel,2019-11-23,gb,4TnjEaWOeW0eKTKIEvJyCa
4,Take Your Man,Mahogany Lox,2019-11-23,gb,1CF5kzz5XDBAL24wtVyyTJ
5,Pump It Up,Endor,2019-11-23,gb,0GiwV6v3AgJfdu59tj719Y
6,Change,Alz X 38,2019-11-23,gb,7zXa0myk5r5ex9QfXbjqhY
7,Opp Thot,Poundz,2019-11-23,gb,4VRE2Ler8le7DUymvKepY1
8,Love Songs - Bonus,Kaash Paige,2019-11-23,gb,6qL5UWxRSQYml9O99ozoLv
9,Dance Monkey,Tones and I,2019-11-23,gb,1rgnBhdG2JDFTbYkYRZAku
10,Move Your Body,Marshall Jefferson,2019-11-23,gb,3YXIVMQLRRq2K7kxC7UYx6
11,Heart On Ice,Rod Wave,2019-11-23,gb,6fWa5CRgy0z30OeGZyMBvD
12,If The World Was Ending (feat. Julia Michaels),JP Saxe,2019-11-23,gb,2kJwzbxV2ppxnQoYw4GLBZ
13,hot girl bummer,blackbear,2019-11-23,gb,7aiClxsDWFRQ0Kzk5KI5ku
14,Lose Control,MEDUZA,2019-11-23,gb,7CHi4DtfK4heMlQaudCuHK
15,Fairytale of New York (feat. Kirsty MacColl),The Pogues,2019-11-23,gb,3VTNVsTTu05dmTsVFrmGpK
16,Better Half of Me,Tom Walker,2019-11-23,gb,4VPlKUSjC9HdZdUbFZ0Y5y
17,Lose You To Love Me,Selena Gomez,2019-11-23,gb,1HfMVBKM75vxSfsQ5VefZ5
18,Candy,Doja Cat,2019-11-23,gb,1VJwtWR6z7SpZRwipI12be
19,Yellow,Jodie Whittaker,2019-11-23,gb,4XnWqGZHjmQaCk5LLaSTDz
20,Eyes. Lips. Face.,iLL Wayno,2019-11-23,gb,5sGb7vB83MhpdZsx1tEIYH
21,STUPID (feat. Yung Baby Tate),Ashnikko,2019-11-23,gb,6qNB2ChCVPepl5ZjVJJTUW
22,Turn Me On (feat. Vula),Riton,2019-11-23,gb,0qaWEvPkts34WF68r8Dzx9
23,Too Soon,S-X,2019-11-23,gb,2Ocwb6WKjeWOWtoXLyo3KP
24,Lights Up,Harry Styles,2019-11-23,gb,2plLJpUcYPFrl1sW2pMG63
25,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,2019-11-23,gb,07Oz5StQ7GRoygNLaXs2pd
26,So Hot You're Hurting My Feelings,Caroline Polachek,2019-11-23,gb,1hjQ3EARnSDznlLaXaWAhf
27,Last Supper,D Smoke,2019-11-23,gb,4vFpwBCCKgzHlw8U48MYdS
28,Memories,Maroon 5,2019-11-23,gb,2b8fOow8UzyDFAE27YhOZM
29,NORTHSIDE,Ama Lou,2019-11-23,gb,01HGXW27UXeMWa8Eglzgcf
30,Nice To Meet Ya,Niall Horan,2019-11-23,gb,3cphb8kdsjElYR7r5icK3H
31,Follow God,Kanye West,2019-11-23,gb,2QpGZOhTCHHiKmpSO9FW4h
32,Need Me,J.I the Prince of N.Y,2019-11-23,gb,0GH8B1QWsjpmNqUbvej0bc
33,Stop The Cavalry,Jona Lewie,2019-11-23,gb,2bPQuniBB9x0fRtxDly0kr
34,Xox,Lioness,2019-11-23,gb,5CDFRJFYbozcJ09LahPgmo
35,"Collide - From ""Queen & Slim: The Soundtrack""",Tiana Major9,2019-11-23,gb,1mEO3xiJqEWXYIdZalDzHR
36,Orphans,Coldplay,2019-11-23,gb,03T4ttRCiLXST6MZjeMwmR
37,Ride It,Regard,2019-11-23,gb,2tnVG71enUj33Ic2nFN6kZ
38,Trampoline (with ZAYN),SHAED,2019-11-23,gb,1iQDltZqI7BXnHrFy4Qo1k
39,RITMO (Bad Boys For Life),The Black Eyed Peas,2019-11-23,gb,6cy3ki60hLwimwIje7tALf
40,Roses - Imanbek Remix,SAINt JHN,2019-11-23,gb,24Yi9hE78yPEbZ4kxyoXAI
41,Happens to the Heart,Leonard Cohen,2019-11-23,gb,2DkpoHJ1h88e9dyc6SFIm2
42,Da Come Up,Dibo,2019-11-23,gb,3n7Nk4RblVARMLiuc1QNkh
43,Silver,DMA'S,2019-11-23,gb,5hkKrz9fRlk5suRAxoV0Co
44,Somebody,Internet Money,2019-11-23,gb,735RSTb2xbtWbDtKD9XDYi
45,Maniac,Conan Gray,2019-11-23,gb,7hpJ9tATWb2vztlq99hERP
46,Floss (feat. MoStack & Not3s),AJ Tracey,2019-11-23,gb,0LjXPuuttcYpND3IxAFww1
47,G Love,Krept & Konan,2019-11-23,gb,2uuAE79hwuYDzEI20wDRpy
48,Professor X,Dave,2019-11-23,gb,5wfyoR8XOkw45QRtFOoxyi
49,Stuck In A Dream (feat. Gunna),Lil Mosey,2019-11-23,gb,7iHHxY2NLlJRAmlAmC4ahQ
50,VALENTINO,24kGoldn,2019-11-23,gb,6piAUJJQFD8oHDUr0b7l7q
1,Yellow Hearts,Ant Saunders,2019-11-22,gb,2W4yABdLc4Jnds67Poi5Nl
2,ROXANNE,Arizona Zervas,2019-11-22,gb,696DnlkuDOXcMAnKlTgXXK
3,Take Your Man,Mahogany Lox,2019-11-22,gb,1CF5kzz5XDBAL24wtVyyTJ
4,Falling,Trevor Daniel,2019-11-22,gb,4TnjEaWOeW0eKTKIEvJyCa
